author_name,author_last_name,author_first_names,author_orcid,author_isni,author_scopus_id,author_links,author_default_publishing_name,author_known_as_name,affl_start_date,affl_end_date,author_uuid,author_pureid,last_modified,affl_periods,org_names,org_uuids,org_pureids,faculty_name,faculty_uuid
"Aguirre, Nazareno Matias",Aguirre,Nazareno Matias,,,,,,,2022-09-21 12:00:00.0,2022-10-20 12:00:00.0,aff41945-ec6a-430e-af92-b181e324bed3,286134989,2023-03-15 12:57:12.477,21/09/22 → 20/10/22,Formal Methods and Tools,132c3fe4-9874-4c25-a1eb-3c1df9497f43,163006909,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Ahlers, David",Ahlers,David,,,,,,,2022-09-01 12:00:00.0,2022-11-30 12:00:00.0,e3e2ba20-aee2-4ebb-880b-a7641c100b8b,284889451,2023-03-15 12:54:38.21,1/09/22 → 30/11/22,Biomedical and Environmental Sensorsystems,8903b5b4-05cb-4cb4-8a1b-294e7b03adf8,163006973,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Ahmad, Usman",Ahmad,Usman,,,,,,,2023-02-01 12:00:00.0 | 2023-08-01 12:00:00.0,2023-07-31 21:30:08.837,4fc27eb3-5e4f-4107-9c84-0124a3913391,295683743,2024-01-02 00:04:39.679,1/02/23 → 31/07/23 | 1/08/23 → …,Datamanagement & Biometrics,2a3beef9-0e40-4917-a09e-2e7e8cb41d7d | 71d01e9d-f779-4daf-a090-ee3ad1066279,163007019 | 251961161,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Ahmad, Waheed",Ahmad,Waheed,,,,,,,2013-01-01 12:00:00.0,2017-01-31 00:00:00.0,8e74e7a4-fc8d-420f-97a4-b2aa37ec866b,3130914,2023-07-20 16:35:13.582,1/01/13 → 31/01/17,Formal Methods and Tools,bb7c0a70-cbd4-46d9-9496-2156b82d4fbb,2989905,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Ahmad daryanto, A.",Ahmad daryanto,A.,,,,,,,2001-02-19 12:00:00.0,2002-08-01 12:00:00.0,3f70a009-eab3-415a-9724-095dfabc3ded,3133161,2022-12-15 00:50:16.096,19/02/01 → 1/08/02,Stochastic Operations Research,feb87d2b-bd3d-4343-bc74-999d4bf8a41f,2989762,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Ahmadi, Bahman",Ahmadi,Bahman,0000-0002-1745-2228,0000000512254769,57202848987,,,,2023-07-01 12:00:00.0,,54221711-46f2-4fab-b27c-e0103e7268bd,256429486,2024-04-13 23:54:36.536,1/07/23 → …,Mathematics of Operations Research,04915ebb-5153-47f6-b208-b0ae5921baeb,163007219,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Ahmed, Faizan",Ahmed,Faizan,0000-0002-2760-6892,0000000442786849,57192187676,,"Ahmad, Faizan",,2010-09-01 12:00:00.0 | 2020-02-01 12:00:00.0 | 2021-07-01 12:00:00.0,2013-12-31 12:00:00.0 | 2021-06-30 21:30:03.639 | 2021-12-07 21:30:46.129,54e3970d-e188-47c5-9ba6-76571c33a2ae,3027178,2024-04-03 00:02:23.546,1/09/10 → 31/12/13 | 1/02/20 → 30/06/21 | 1/02/20 → 30/06/21 | 1/02/20 → … | 1/07/21 → … | 1/07/21 → 7/12/21,Discrete Mathematics and Mathematical Programming | Formal Methods and Tools,132c3fe4-9874-4c25-a1eb-3c1df9497f43 | 29503759-c2d2-4862-b5b3-722765a6d799 | f747ad65-4c82-42ab-80a3-11334208dd7f,2989916 | 163006909 | 247291780,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4 | e5bc997a-e26d-4329-a245-53fd922b32b4
"Aihara, ShinIchi",Aihara,ShinIchi,,0000000392923445,,,,,2004-08-01 12:00:00.0,2004-08-31 12:00:00.0,e6d34acd-d7df-401b-8ea7-db8be6d78805,3044743,2024-02-18 00:12:50.784,1/08/04 → 31/08/04,Stochastic Systems and Signals (SST),2d645ec1-6649-445f-9fe3-1a54ed5b468f,2989289,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Ait Yaiz, R.",Ait Yaiz,R.,,0000000391683531,,,,"Ait Yaiz, Rachid",1999-02-15 12:00:00.0 | 2001-01-01 12:00:00.0 | 2003-01-01 12:00:00.0,2001-01-01 12:00:00.0 | 2003-01-01 12:00:00.0 | 2004-07-08 12:00:00.0,f502cb88-5cc2-43b8-bf80-afdacb3aebbe,3129052,2022-12-15 00:49:28.727,15/02/99 → 1/01/01 | 15/02/99 → 1/01/01 | 1/01/01 → 1/01/03 | 1/01/03 → 8/07/04,Communicatiesystemen | Design and Analysis of Communication Systems | Telematica Systemen en Services,4453deff-ea8f-4d10-9f41-6d43ed3357a8 | 78368201-1800-4634-92f0-ca3d82fc9adf | f7c2017e-dfde-4f5d-8260-b534709a6607,2989212 | 2989630 | 2989938,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Aitbar, Iqra",Aitbar,Iqra,,,,,,,2021-12-01 12:00:00.0,,70d4b578-b289-4e6e-85cb-92d4c4c43d29,268808894,2023-09-05 21:32:22.671,1/12/21 → …,Power Electronics,62457ca7-5df3-4cd5-8484-6b4f7426a4bf,163006885,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Aitori, L.",Aitori,L.,,,,,,,2005-08-26 12:00:00.0 | 2005-09-01 12:00:00.0,2007-08-31 12:00:00.0,b469cb68-a377-4a35-94a6-6f1e6e58a58e,3125731,2022-12-15 00:48:50.95,26/08/05 → 31/08/07 | 1/09/05 → 31/08/07,Telecommunication Engineering,ce0c5641-4c50-4026-a33f-7896eadb1c42,2989751,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Akbar, Rehman ",Akbar,Rehman,,,,,,,2017-04-01 12:00:00.0,2017-06-30 12:00:00.0,7273ff0c-3aa0-4fd9-a802-2c243627a3ec,3023512,2023-12-29 23:54:57.823,1/04/17 → 30/06/17,Integrated Circuit Design,72e6492f-d9ef-4e6b-81fc-3e57907fc439,2989872,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Akbari, Shima",Akbari,Shima,,,,,,,2024-03-15 12:00:00.0,,2d3f86e6-fb76-46e7-abdb-b66aeb78bd55,358390907,2024-03-15 21:30:28.248,15/03/24 → …,Robotics and Mechatronics,1ef24e54-8a53-4b6b-affb-2417ac4616f3,163007152,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Akbarian, Behnam ",Akbarian,Behnam,,,,,,,2018-10-01 12:00:00.0,2020-01-14 21:00:02.458,091b9bd0-b0bc-4070-9e8a-467f11559d88,60519919,2022-12-15 00:54:44.102,1/10/18 → 14/01/20,Computer Architecture Design and Test for Embedded Systems,450289e4-d268-472d-a597-f71c30576f9a,163006798,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Akil, N.A.",Akil,N.A.,,0000000389180070,,,,,1999-03-01 12:00:00.0,2000-09-01 12:00:00.0,3598810c-b307-4de7-942d-6a85561a1f7b,3125437,2023-08-18 23:57:56.928,1/03/99 → 1/09/00,Semiconductor Components,00ae3f7b-e36e-4db2-a8b9-b89a590370f9,2989784,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Akkaya, Tugce",Akkaya,Tugce,,,36636797900,,,,2017-11-01 12:00:00.0 | 2018-01-01 12:00:00.0 | 2021-11-01 12:00:00.0 | 2022-03-01 12:00:00.0 | 2022-11-01 12:00:00.0,2021-11-29 21:31:04.929 | 2022-02-28 21:30:07.416 | 2022-10-31 12:00:00.0 | 2022-10-31 21:30:16.436 | 2023-10-31 21:30:19.928,e77449d8-7e44-43f5-8918-f684f72727d3,18423982,2024-03-31 23:57:11.07,1/11/17 → 29/11/21 | 1/01/18 → 28/02/22 | 1/01/18 → 31/10/22 | 1/01/18 → 31/10/23 | 1/11/21 → 28/02/22 | 1/03/22 → 31/10/22 | 1/11/22 → 31/10/23,Mathematics of Computational Science,163069a8-7fef-4af7-b207-69559c1f9511 | 44320bc0-852f-4847-8854-60c73cbd2888,163006807 | 247291733,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Akkermans, J.M.",Akkermans,J.M.,,0000000396745957,,,,,1996-01-01 12:00:00.0,1998-12-31 12:00:00.0,a5aa2d83-e64b-41af-b529-f3d12e8d4314,3072360,2024-02-28 23:54:06.203,1/01/96 → 31/12/98 | 1/01/96 → 31/12/98,Information Systems (IS) | Kennistechnologie,3dce231d-2ed4-4a1d-b683-99c9d9f3fc19 | 8b70bb64-f8f0-4ae3-beef-5d9a60f63b7f,2989443 | 2989465,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Akkiraju, S.",Akkiraju,S.,,,,,,,2006-03-01 12:00:00.0,2007-06-30 12:00:00.0,4363e384-bec3-4ee8-be8b-ee2435ee6a00,3082709,2022-12-15 00:40:45.198,1/03/06 → 30/06/07,Distributed and Embedded Security (DIES),0913133b-827f-4fb2-9a14-3449ab225c65,2989586,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Akshita, Akshita ",Akshita,Akshita,,,,,,,2015-09-01 12:00:00.0,2018-01-31 12:00:00.0,c06a0f14-c34c-411a-b72b-1052fe7b51b6,3113706,2022-12-15 00:46:33.234,1/09/15 → 31/01/18,Biomedical Signals and Systems,2f731de9-7d2c-4959-9abb-65a8d20c7841,2989674,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Aksit, Mehmet",Aksit,Mehmet,,0000000033324635,,,,Akşit,1964-01-01 12:00:00.0 | 1987-02-01 12:00:00.0 | 2013-07-01 12:00:00.0 | 2019-10-17 12:00:00.0 | 2020-01-01 12:00:00.0,2013-06-30 12:00:00.0 | 2018-11-01 21:00:12.162 | 2019-10-16 21:00:02.526 | 2020-12-31 12:00:00.0 | 2021-11-22 21:30:05.513 | 2023-10-16 21:30:05.402,1db96af4-99dd-4929-85eb-18f9f96bcc5f,3127767,2024-04-15 23:50:51.98,1/01/64 → 1/11/18 | 1/02/87 → 30/06/13 | 1/07/13 → 16/10/19 | 17/10/19 → 31/12/20 | 1/01/20 → 22/11/21 | 1/01/20 → 16/10/23,Formal Methods and Tools | Software Engineering (SE),132c3fe4-9874-4c25-a1eb-3c1df9497f43 | 69b41d2f-4a54-40dd-b964-98d483d3ae1b | bb7c0a70-cbd4-46d9-9496-2156b82d4fbb,2989322 | 2989905 | 163006909,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4 | e5bc997a-e26d-4329-a245-53fd922b32b4
"Aktaş, Bahadir",Aktaş,Bahadir,,,,,,,2023-05-01 12:00:00.0,2023-06-30 21:30:16.353,8317e873-f1d0-4be6-a7e4-99f748e4f12c,304171476,2024-01-02 00:05:29.148,1/05/23 → 30/06/23,"Semantics, Cybersecurity & Services",cdb7b4ee-0008-4204-909a-fb8b2ab11498,163007085,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Akça, B.I.",Akça,B.I.,,0000000396266657,,,,,2009-01-01 12:00:00.0,2012-12-31 12:00:00.0,2d98caa2-5a56-4233-8fd0-391bdb2d8c83,3131522,2024-04-14 23:57:28.045,1/01/09 → 31/12/12,Integrated Optical MicroSystems (IOMS),2d0d0d34-e96c-4050-ba43-711bed2901a2,2989454,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Al Amayreh, Afnan",Al Amayreh,Afnan,,,,,,,2022-01-01 12:00:00.0,2022-01-21 21:30:02.26,bc16fcc2-fa29-45ff-8ad5-4e2d73053761,274967037,2022-12-15 01:00:46.218,1/01/22 → 21/01/22,Pervasive Systems,6e382671-ed30-4c9a-8ee2-f3e5e9629da0,163006788,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Al Hanbali, Ahmad",Al Hanbali,Ahmad,0000-0002-7898-878X,000000013925249X,19640082700,,,,2007-06-01 12:00:00.0 | 2009-01-01 12:00:00.0 | 2012-01-01 12:00:00.0 | 2014-11-01 12:00:00.0 | 2015-01-01 12:00:00.0 | 2016-01-01 12:00:00.0,2008-11-30 12:00:00.0 | 2011-12-31 12:00:00.0 | 2014-10-31 12:00:00.0 | 2014-12-31 12:00:00.0 | 2015-12-31 12:00:00.0 | 2017-08-31 12:00:00.0,6551d8ed-49c1-4cd6-a2cd-493a360973eb,3063437,2024-04-13 23:51:55.237,1/06/07 → 30/11/08 | 1/01/09 → 31/12/11 | 1/01/12 → 31/10/14 | 1/11/14 → 31/12/14 | 1/01/15 → 31/12/15 | 1/01/16 → 31/08/17,Stochastic Operations Research,3b86dd40-24e5-45a4-b17b-1e788b34fa70 | a096d72a-a639-4250-bb1e-225a41de5b76 | c7eb82f6-813f-40dc-83fb-4516c55d9ed5 | feb87d2b-bd3d-4343-bc74-999d4bf8a41f,2986242 | 2986429 | 2988904 | 2989762,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Al-Dhahir, Alaaddin ",Al-Dhahir,Alaaddin,,,,,,,1987-08-01 12:00:00.0 | 2017-01-01 12:00:00.0,2000-12-31 12:00:00.0 | 2018-04-12 21:00:42.063,55a5c0ca-3f16-4cf8-892e-f3f6bf614a25,3026261,2022-12-14 23:54:18.98,1/08/87 → 31/12/00 | 1/01/17 → 12/04/18,Fundamentele Analyse | Multiscale Modeling and Simulation,71e331f7-29c7-4181-8e24-b2f20a04e646 | e397a967-78e6-4f8a-823c-02a19f36d19c,2989564 | 2989850,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Alachiotis, Nikolaos",Alachiotis,Nikolaos,0000-0001-8162-3792,0000000502618303,,,,,2020-06-01 12:00:00.0 | 2021-06-01 12:00:00.0 | 2022-01-01 12:00:00.0 | 2023-06-01 12:00:00.0,2021-05-31 21:30:06.23 | 2021-12-31 21:30:26.925 | 2023-05-31 21:30:07.012,ccd18344-8725-46c2-babb-76bc0378be00,196091272,2024-04-14 23:57:06.335,1/06/20 → 31/12/21 | 1/06/20 → 31/05/23 | 1/06/20 → 31/05/21 | 1/06/20 → … | 1/06/20 → 31/05/21 | 1/06/21 → 31/12/21 | 1/01/22 → 31/05/23 | 1/06/23 → …,Computer Architecture Design and Test for Embedded Systems,29503759-c2d2-4862-b5b3-722765a6d799 | 450289e4-d268-472d-a597-f71c30576f9a,163006798 | 247291780,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Alagöz, A.",Alagöz,A.,,,,,,,2006-09-01 12:00:00.0,2007-09-30 12:00:00.0,884fed03-5071-4c0b-956f-080e2d85f7f7,3082344,2022-12-15 00:40:40.878,1/09/06 → 30/09/07,Software Engineering (SE),69b41d2f-4a54-40dd-b964-98d483d3ae1b,2989322,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Alatas, H.",Alatas,H.,,0000000394959986,,,,,2010-04-01 12:00:00.0,2010-04-30 12:00:00.0,2c5f12bf-1afd-486f-8881-83c52c216dc8,3033342,2024-04-03 23:59:58.647,1/04/10 → 30/04/10,Integrated Optical MicroSystems (IOMS),2d0d0d34-e96c-4050-ba43-711bed2901a2,2989454,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Alayón Glazunov, Andrés",Alayón Glazunov,Andrés,0000-0003-2101-4519,0000000371324144,56494615900,https://onlinelibrary.wiley.com/doi/book/10.1002/9781118410998 | https://www.linkedin.com/in/alayonglazunov/ | https://www.researchgate.net/profile/Andres_Alayon_Glazunov,"Alayón Glazunov, Andrés",,2018-02-01 12:00:00.0 | 2020-01-01 12:00:00.0 | 2021-07-01 12:00:00.0 | 2023-04-01 12:00:00.0,2020-03-02 21:00:26.671 | 2021-11-29 21:31:05.739 | 2023-03-31 21:30:09.063,7634a76f-7da3-4684-8093-a190bbf0f330,22914229,2024-04-15 00:00:26.195,1/02/18 → 31/03/23 | 1/02/18 → 2/03/20 | 1/01/20 → 29/11/21 | 1/07/21 → 31/03/23 | 1/04/23 → …,Radio Systems | Telecommunication Engineering,29503759-c2d2-4862-b5b3-722765a6d799 | a3f01a48-83b6-4c7a-813e-d968af7032c0 | ae548425-3254-42e3-bfca-784724f96444,163006854 | 172864011 | 247291780,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Alberink, M.J.",Alberink,M.J.,,0000000393450969,,,,,1995-09-01 12:00:00.0,1998-01-01 12:00:00.0,1ee3bfba-be60-406f-9903-589a4ec95d10,3017245,2023-08-06 23:52:40.621,1/09/95 → 1/01/98,Signals and Systems (SAS),322b894d-4c32-4cda-9c9c-8f293f1665b7,2989333,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Albers, B.A.",Albers,B.A.,,,,,,,2001-08-02 12:00:00.0,2001-08-02 12:00:00.0,9406d5d6-bc0c-4bf3-a2f1-a43b83312a96,3044107,2022-12-15 00:32:22.348,2/08/01 → 2/08/01,Biomedical Signals and Systems,2f731de9-7d2c-4959-9abb-65a8d20c7841,2989674,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Albers, Hans",Albers,Hans,,0000000397054349,,,,,1982-02-01 12:00:00.0 | 2014-09-02 12:00:00.0,2014-09-01 12:00:00.0 | 2017-05-17 12:30:49.152,8d30cbe8-51bc-40ff-b9c8-c5083a444bac,3117441,2024-02-06 23:56:28.792,1/02/82 → 1/09/14 | 2/09/14 → 17/05/17,Biomedical and Environmental Sensorsystems | Integrated Optical MicroSystems (IOMS),2d0d0d34-e96c-4050-ba43-711bed2901a2 | e2b725df-c44b-4d81-b28c-d06b5a18ecf6,2989454 | 2989663,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Albers, Hugo Johan",Albers,Hugo Johan,,000000050267740X,57194567563,,,"Albers, Hugo J.",2016-03-01 12:00:00.0,2020-02-29 12:00:00.0,18077fa0-cbd8-41a9-b8e1-a5627dee6a8d,3144041,2024-04-05 23:55:33.23,1/03/16 → 29/02/20,Biomedical and Environmental Sensorsystems,8903b5b4-05cb-4cb4-8a1b-294e7b03adf8,163006973,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Albers, Willem",Albers,Willem,,000000035250668X,,,,"Albers, Willem",1988-08-01 12:00:00.0 | 2001-01-01 12:00:00.0,2000-12-31 12:00:00.0 | 2012-01-01 12:00:00.0,f2f2d6a3-ff25-42ae-9e1c-13ce0d93ce3b,3103379,2024-03-12 23:52:18.974,1/08/88 → 31/12/00 | 1/01/01 → 1/01/12,"Discrete Wiskunde, Operations Res. en Statistiek | Statistics and Probability (SP)",2e72cca7-214a-44a0-a1e9-24d2d55f8527 | 4eb9d8b3-5cca-45db-ab5c-f5bfb35d158d,2989300 | 2989597,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Alberts, Lammertus Koos",Alberts,Lammertus Koos,,0000000389970910,,,,"Alberts, Mert",1988-11-01 12:00:00.0,1994-01-01 12:00:00.0,14d389f9-598b-4a63-838a-aad2f38d752b,3046039,2023-07-11 00:03:20.899,1/11/88 → 1/01/94,Information Systems (IS),3dce231d-2ed4-4a1d-b683-99c9d9f3fc19,2989465,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Alblas, Dieuwertje",Alblas,Dieuwertje,,,,,,,2021-03-01 12:00:00.0 | 2022-04-01 12:00:00.0 | 2024-03-01 12:00:00.0,2022-01-03 21:32:22.238,e95f9698-17a3-4812-9c1b-bc40491fcdce,252055805,2024-03-30 23:55:53.895,1/03/21 → 3/01/22 | 1/04/22 → … | 1/03/24 → …,Applied Analysis | Mathematics of Imaging & AI,513596a7-ef31-4ba1-b801-1ac9cf83453e | 5be5371d-266f-47cd-92b4-161c252a41ca | 7a667ed6-5fd8-4bc9-b83f-b28037d1a107,163007229 | 247291859 | 274958438,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Alblas, Henk",Alblas,Henk,,0000000116190513,,,,,1967-10-12 12:00:00.0 | 2001-01-01 12:00:00.0,1997-01-01 12:00:00.0 | 1998-01-01 12:00:00.0 | 2003-01-01 12:00:00.0 | 2004-01-01 12:00:00.0,418d9b6d-cb04-4d97-8310-f18971400e8a,3096386,2024-01-24 23:51:37.318,12/10/67 → 1/01/98 | 12/10/67 → 1/01/97 | 12/10/67 → 1/01/03 | 1/01/01 → 1/01/04,Formal Methods and Tools | Software Engineering en Theoretische informatica | Tele-informatica en Open Systemen (Informatica),253a6a04-30e3-4eb5-81bb-4975d5bdf4b7 | bb7c0a70-cbd4-46d9-9496-2156b82d4fbb | c3ab3558-ff2f-482b-b3cf-fd7893ba854a,2989234 | 2989311 | 2989905,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Alboul, Lyuba",Alboul,Lyuba,,0000000393908896,,,,,1999-09-01 12:00:00.0 | 2001-01-01 12:00:00.0,2000-12-31 12:00:00.0 | 2002-09-01 12:00:00.0,d65b74a4-6ff7-4f86-9e05-01c4a67806e7,3105836,2023-12-18 23:56:53.898,1/09/99 → 31/12/00 | 1/01/01 → 1/09/02,Mathematical Physics & Computional Mechanics | Mathematics of Computational Science,5efbf597-36d8-4ae3-a4d5-0748a0a36377 | ecf99b69-e4ea-4f74-ba72-cfff04f26729,2989421 | 2989861,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Albu-Schäffer, Alin ",Albu-Schäffer,Alin,,,,,,,2013-12-01 12:00:00.0 | 2016-12-01 12:00:00.0,2017-12-31 12:00:00.0 | 2018-01-01 21:00:54.196,4576c33f-0f8e-4b89-baed-bf651bd11acd,3084766,2022-12-15 00:41:08.859,1/12/13 → 1/01/18 | 1/12/16 → 31/12/17,Robotics and Mechatronics,8e72ef27-5382-4352-b151-27e6826edc76,2989795,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Albuquerque de Medeiros, Robson Wagner",Albuquerque de Medeiros,Robson Wagner,0000-0001-5870-1510,0000000506753713,,https://www.researchgate.net/profile/Robson-Medeiros-2,,"de Medeiros, Robson W.A.",2014-12-01 12:00:00.0,2017-12-31 12:00:00.0,1030fe16-c1cc-4e03-a843-10c3f8d09f13,3060060,2023-02-14 23:53:28.893,1/12/14 → 31/12/17,"Services, Cybersecurity & Safety",bc931183-756b-4f92-81d8-006bda6677ce,2989773,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Alcan, Veysel",Alcan,Veysel,,,,,,,2020-01-01 12:00:00.0 | 2021-09-01 12:00:00.0 | 2021-10-01 12:00:00.0,2020-01-17 12:00:00.0 | 2022-08-31 12:00:00.0 | 2022-08-31 21:31:21.426,3df5d450-7165-49ad-9d3b-9656e00f795c,265166136,2023-03-15 12:56:05.401,1/01/20 → 17/01/20 | 1/09/21 → 31/08/22 | 1/10/21 → 31/08/22,Biomedical Signals and Systems,513596a7-ef31-4ba1-b801-1ac9cf83453e | ca36d7a1-e06d-4124-b41c-a7d897daf0c0,163007260 | 247291859,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Alderden, R.B.",Alderden,R.B.,,,,,,,2001-08-02 12:00:00.0,1998-01-01 12:00:00.0,b2e0a950-40bd-43c0-9b92-22713b1fef63,3055740,2022-12-15 00:35:06.8,2/08/01 → 1/01/98,Tele-informatica en Open Systemen (Informatica),253a6a04-30e3-4eb5-81bb-4975d5bdf4b7,2989234,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Alegre Ibarra, Unai",Alegre Ibarra,Unai,,,,,,,2019-07-01 12:00:00.0 | 2022-09-01 12:00:00.0,2021-08-31 21:30:08.584 | 2022-09-30 12:00:00.0 | 2022-09-30 21:30:35.358,8a3b2d9a-19ce-41b7-bd03-9eb7457c6740,124089736,2024-01-24 23:55:06.265,1/07/19 → 30/09/22 | 1/07/19 → 31/08/21 | 1/07/19 → 31/08/21 | 1/09/22 → 30/09/22,Nano Electronics,163069a8-7fef-4af7-b207-69559c1f9511 | fdd2baa0-ce53-447a-b0b7-9e9a13c353af,163007196 | 247291733,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Alemi, Alireza",Alemi,Alireza,,,,,,,2022-04-01 12:00:00.0 | 2023-02-01 12:00:00.0,2023-01-18 21:30:03.243 | 2023-07-31 21:30:15.319,f5709ec1-b1a0-43cc-806e-00474d2e89e8,252637136,2023-07-31 21:30:15.395,1/04/22 → 18/01/23 | 1/02/23 → 31/07/23,Pervasive Systems,6e382671-ed30-4c9a-8ee2-f3e5e9629da0 | c427797b-dd24-45f6-be86-1c0fb4ec6e07,163006788 | 283491325,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Alharbat, Ayham",Alharbat,Ayham,0000-0003-0764-395X,0000000512254910,,,,,2023-01-01 12:00:00.0,,3c2be42a-1ff9-42ff-b642-6686bb82cda7,293501004,2024-04-05 23:51:49.711,1/01/23 → …,Robotics and Mechatronics,1ef24e54-8a53-4b6b-affb-2417ac4616f3,163007152,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Ali, Ahmed Adel Hassan Elmashhor Elfarghaly",Ali,Ahmed Adel Hassan Elmashhor Elfarghaly,,,,,,,2024-04-01 12:00:00.0,,51968679-ff26-4b11-ac51-6cd487cdc74d,361586956,2024-04-01 21:32:13.936,1/04/24 → …,Robotics and Mechatronics,1ef24e54-8a53-4b6b-affb-2417ac4616f3,163007152,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
