Name,Last name,First name(s),Links,Former name,Known as name,Default publishing name,Created date,Last modified date,Pure ID,ISNI,Digital author ID,Scopus Author ID,ORCID,Organisational unit name
"Heijs, Janne Jacoba Alexandra",Heijs,Janne Jacoba Alexandra,,,,,2019-02-01 21:00:47.55,2024-01-12 23:51:59.725,88069453,,,,,Biomedical Signals and Systems | TechMed Centre
"Batskos, Ilias",Batskos,Ilias,,,,,2019-02-01 21:00:47.26,2024-03-08 23:55:01.636,88069378,,,,,Datamanagement & Biometrics | Digital Society Institute
"Schukkink, Maud Sophie",Schukkink,Maud Sophie,,,,,2019-01-01 21:00:37.465,2022-12-15 00:55:14.942,80875505,,,,,
"Bagheriye, Leila ",Bagheriye,Leila,https://www.linkedin.com/in/leila-bagheriye-47497291/ | https://www.researchgate.net/profile/Leila-Bagheriye-3,,,,2019-01-01 21:00:36.972,2024-02-08 23:54:01.192,80875325,0000000508240057,,,0000-0003-1605-5850,
"Yavuz, Sukru Utku",Yavuz,Sukru Utku,,"Yavuz, Şükrü Utku","Yavuz, Utku","Yavuz, Utku Sukru",2019-01-01 21:00:36.521,2024-03-02 23:59:48.906,80875204,0000000502660157,,57194693187,0000-0002-6968-8064,Biomedical Signals and Systems | TechMed Centre
"Xu, Guangzhu ",Xu,Guangzhu,,,,,2018-12-17 21:00:28.04,2024-01-26 03:02:09.134,77613669,,,,,
"Latzer, Yoann Michel Erwin",Latzer,Yoann Michel Erwin,,,,,2018-12-05 21:00:04.787,2023-05-31 21:30:12.524,75183208,,,,,
"Sommese, Raffaele",Sommese,Raffaele,https://www.linkedin.com/in/r4ffy/,,,,2018-12-03 21:00:11.168,2024-03-14 00:03:01.839,74739103,0000000512265257,,,0000-0003-3484-9259,Design and Analysis of Communication Systems
"Liu, Lu",Liu,Lu,https://www.linkedin.com/in/lu-liu-572565139/ | https://www.researchgate.net/profile/Lu-Liu-235,,,,2018-12-03 21:00:09.362,2024-03-18 00:00:57.13,74739046,0000000502794948,,57224591982,0000-0003-1352-421X,
"Hardeveld, ook genaamd Kleuver, Erwin","Hardeveld, ook genaamd Kleuver",Erwin,https://www.linkedin.com/in/erwin-hardeveld/,,"Hardeveld, Erwin",,2018-12-03 21:00:08.816,2024-02-19 15:10:42.808,74739029,0000000514174906,,,0000-0002-3811-6223,Integrated Circuit Design
"Wardhana, Girindra",Wardhana,Girindra,,,,,2018-12-03 21:00:06.451,2024-02-11 00:00:07.075,74738933,0000000506809836,,,0000-0002-5721-4179,Cardiovascular and Respiratory Physiology
"Koenders, Sabine Susanna",Koenders,Sabine Susanna,,,,,2018-11-22 21:00:02.66,2024-03-18 00:08:53.433,72245172,0000000493460160,,,,
"Bessler, Jule",Bessler,Jule,,"Bessler-Etten, Jule",,,2018-11-19 21:00:06.033,2024-03-05 23:54:18.162,71577689,000000050354465X,,57204240176,0000-0001-7283-917X,
"Schrijver, Laura Karine",Schrijver,Laura Karine,,,"Schrijver, Laura K.",,2018-11-15 21:00:06.687,2023-09-27 14:14:53.694,70676124,0000000512773569,,,0000-0002-3464-7078,
"Zandbergen, Marit Ariene",Zandbergen,Marit Ariene,https://www.linkedin.com/in/marit-zandbergen/ | https://www.researchgate.net/profile/Marit-Zandbergen-2,,"Zandbergen, Marit A.",,2018-11-07 21:00:04.973,2024-03-05 23:51:26.537,68796355,0000000503683836,,,0000-0003-2393-0051,
"Roozing, Wesley",Roozing,Wesley,,,,,2018-11-01 21:00:25.011,2024-03-18 23:55:16.81,67476055,0000000512302556,,55848692200,0000-0002-7991-3704,Digital Society Institute | Robotics and Mechatronics
"Salim, Fahim Ahmed",Salim,Fahim Ahmed,,,,,2018-11-01 21:00:24.282,2023-12-11 23:58:40.956,67476023,,,,,
"van Dongen, Jeanne Elisabeth",van Dongen,Jeanne Elisabeth,https://www.linkedin.com/in/nienke-vandongen/ | https://www.researchgate.net/profile/Nienke-Van-Dongen-2,"van Dongen, Nienke","van Dongen, Jeanne E.",,2018-11-01 21:00:22.994,2024-03-06 23:52:28.636,67475964,0000000508497688,,57218352649,0000-0001-9350-0394,Biomedical and Environmental Sensorsystems | MESA+ Institute | TechMed Centre
"Paggi, Carlo Alberto",Paggi,Carlo Alberto,https://www.linkedin.com/in/carlo-alberto-paggi-76500b135/ | https://www.researchgate.net/profile/Carlo-Alberto-Paggi,,,,2018-11-01 21:00:20.867,2024-02-10 23:58:40.528,67475908,0000000503374451,,,0000-0003-3197-314X,Developmental BioEngineering
"Haverkate, Rob",Haverkate,Rob,,,,,2018-11-01 21:00:16.084,2024-03-09 23:56:43.647,67475768,,,,,
"Klingert, Sonja ",Klingert,Sonja,,,,,2018-11-01 21:00:15.003,2022-12-15 00:54:58.404,67475707,,,,,
"Jansen, Niels",Jansen,Niels,,,,,2018-11-01 21:00:13.07,2024-01-28 23:59:27.385,67475645,,,,,
"Bashashi Saghezchi, Firooz ",Bashashi Saghezchi,Firooz,,,,,2018-11-01 21:00:11.389,2022-12-15 00:54:57.076,67475589,,,,,
"Rivera Arbelaez, José Manuel",Rivera Arbelaez,José Manuel,https://www.linkedin.com/in/josé-manuel-rivera-arbeláez/ | https://www.researchgate.net/profile/Jose-Rivera-Arbelaez,,,,2018-11-01 21:00:07.243,2024-02-23 23:51:08.371,67475511,0000000509753401,,57215931332,0000-0002-0075-6006,Biomedical and Environmental Sensorsystems | MESA+ Institute
"Yang, Zhicheng ",Yang,Zhicheng,,,,,2018-10-15 21:00:08.793,2024-01-15 23:50:32.642,63647262,0000000506284398,,,,
"Bagherimoghim, Alireza",Bagherimoghim,Alireza,,,,,2018-10-05 21:00:05.896,2024-03-14 00:05:06.092,61369205,0000000503683940,,,,
"Qin, Chunxia",Qin,Chunxia,,,,,2018-10-05 21:00:05.601,2023-09-30 21:30:37.421,61369190,0000000503688522,,,,
"van den Boer, Janet Hendrica Wilhelmina",van den Boer,Janet Hendrica Wilhelmina,,,"van den Boer, Janet H.W.",,2018-10-02 21:00:04.189,2024-02-11 23:57:08.363,60729305,0000000494117591,,56491373000,0000-0001-7526-376X,
"Pathak, Shreyasi",Pathak,Shreyasi,,,,,2018-10-01 21:00:21.384,2024-03-06 23:51:58.878,60520600,,,56581264200,0000-0002-6984-8208,Datamanagement & Biometrics | TechMed Centre
"Sheikh, Madiha Arshad",Sheikh,Madiha Arshad,,,,,2018-10-01 21:00:15.554,2022-12-15 00:54:49.947,60520270,,,,,
"Nauta, Meike",Nauta,Meike,https://github.com/M-Nauta,,,,2018-10-01 21:00:14.87,2024-03-10 23:54:00.13,60520249,0000000503176201,,57194974711,0000-0002-0558-3810,
"Asghar, Syed Muhammad Ali",Asghar,Syed Muhammad Ali,,,,,2018-10-01 21:00:14.731,2022-12-15 00:54:49.431,60520242,,,,,
"Bossink, Elsbeth Gerjanne Bernadette Maria",Bossink,Elsbeth Gerjanne Bernadette Maria,,,"Bossink, Elsbeth G.B.M.",,2018-10-01 21:00:11.131,2024-03-18 00:01:39.113,60520051,0000000502780351,,,0000-0002-4832-6144,
"Akbarian, Behnam ",Akbarian,Behnam,,,,,2018-10-01 21:00:08.363,2022-12-15 00:54:44.102,60519919,,,,,
"Chenariyan Nakhaee, Muhammad ",Chenariyan Nakhaee,Muhammad,,,,,2018-10-01 21:00:06.842,2023-12-16 23:56:40.638,60519787,,,,,
"Bertholdo, Leandro Marcio",Bertholdo,Leandro Marcio,,"Bertholdo, Leandro M.",,"Bertholdo, Leandro",2018-10-01 21:00:06.704,2024-01-23 23:57:50.47,60519776,0000000503179648,,22033285400,0000-0002-4700-7707,
"Markeev, Pavel A.",Markeev,Pavel A.,https://www.linkedin.com/in/pavel-markeev/,,"Markeev, Pavel",,2018-10-01 21:00:06.451,2024-02-18 23:50:55.129,60519757,0000000508584634,,57224997610,0000-0002-5445-1224,
"Hogenes, Annemiek Marleen",Hogenes,Annemiek Marleen,,,"Hogenes, Annemiek M.",,2018-10-01 21:00:05.313,2023-10-27 23:53:02.466,60519733,000000050232994X,,,0000-0002-4337-2803,
"Westerbeek, Eiko Ysebrand",Westerbeek,Eiko Ysebrand,,,"Westerbeek, Eiko",,2018-09-10 21:00:05.044,2024-03-03 23:58:58.524,56008372,0000000502693733,,,0000-0001-6884-0012,
"Carlino, Alessandro",Carlino,Alessandro,,,,,2018-09-03 21:00:20.719,2024-01-12 23:55:19.15,53485778,,,,0000-0003-1868-7317,
"van Dartel, Dieuwke",van Dartel,Dieuwke,https://www.linkedin.com/in/dieuwke-van-dartel-0aa5b7132/,,,,2018-09-03 21:00:19.162,2024-02-07 03:01:56.647,53485709,0000000513523852,,,0000-0002-3556-4522,Biomedical Signals and Systems
"Ozceylan, Baver",Ozceylan,Baver,,,,,2018-09-03 21:00:16.598,2023-12-31 23:56:32.189,53485589,0000000512672952,,,,Mathematics of Operations Research
"Zakharova - Kolezhuk, Mariia",Zakharova - Kolezhuk,Mariia,https://www.linkedin.com/in/mariia-zakharova-34a26b8b/,,,,2018-09-03 21:00:10.51,2024-03-17 23:59:59.404,53485214,0000000503374523,,,0000-0003-0206-0966,Biomedical and Environmental Sensorsystems | MESA+ Institute
"Chandramohan, Aashik",Chandramohan,Aashik,,,,,2018-09-03 21:00:09.901,2023-05-31 21:30:02.743,53485168,,,,,
"Fatseas, Konstantinos",Fatseas,Konstantinos,,,,,2018-09-03 21:00:07.774,2023-10-05 23:54:29.168,53485089,,,,,
"Kalantzis, Andreas",Kalantzis,Andreas,,,,,2018-08-15 21:00:05.837,2023-03-15 12:57:58.337,49421074,,,,,
"Poordaraee Zadeh Abarghooee, Mohammad",Poordaraee Zadeh Abarghooee,Mohammad,,,,,2018-08-15 21:00:05.396,2024-02-23 23:54:34.381,49421051,,,,,
"Schouten, Martijn",Schouten,Martijn,https://scholar.google.com/citations?user=VEIMeugAAAAJ&hl=en&oi=ao | https://www.linkedin.com/in/martijn-schouten-29b076ab/ | https://www.ram.eemcs.utwente.nl/about-us/staff/martijn-schouten | https://www.researchgate.net/profile/Martijn-Schouten,,,,2018-08-01 21:00:13.646,2024-03-09 23:56:47.369,46397621,0000000511058889,,57201312381,0000-0001-9774-1195,
"Sousa de Almeida, Antonio José",Sousa de Almeida,Antonio José,,,,,2018-08-01 21:00:12.489,2024-03-14 00:00:08.663,46397579,,,,,
"Yong Wai Yan, Wai Yan",Yong Wai Yan,Wai Yan,https://www.researchgate.net/profile/Wai_Yong2,,Warren,"Yong, Wai Yan",2018-08-01 21:00:11.96,2024-03-02 23:55:45.286,46397565,0000000503374558,,57201086071,0000-0002-8902-4855,
"Hartman, Thomas Hendrikus Franciscus",Hartman,Thomas Hendrikus Franciscus,,,"Hartman, Tom H.F.",,2018-08-01 21:00:11.576,2024-01-09 23:58:57.75,46397546,0000000503269707,,,,Power Electronics
"Kolkman, Ruben William",Kolkman,Ruben William,,,"Kolkman, Ruben W.",,2018-08-01 21:00:10.329,2024-01-13 23:51:54.297,46397499,0000000502747893,,,0000-0002-2050-0876,
"de Vos, Sebastiaan Pepijn",de Vos,Sebastiaan Pepijn,,,,,2018-08-01 21:00:09.092,2022-12-15 00:54:23.986,46397466,,,,,
"Knezevic, Tihomir",Knezevic,Tihomir,,,,,2018-08-01 21:00:05.787,2024-02-27 23:51:25.858,46397394,0000000422529546,,37014500100,,
"Dearo Garcia, Kemilly ",Dearo Garcia,Kemilly,,,,,2018-08-01 21:00:05.402,2024-03-02 23:53:06.305,46397379,0000000494153568,,57204771251,0000-0002-5339-8388,
"Li, Lanhui",Li,Lanhui,https://www.linkedin.com/in/lanhui-li-698058208/,,,,2018-07-30 21:00:03.848,2024-03-01 23:55:31.845,45992749,0000000502728107,,,,
"de Bruijn, Douwe Sietse",de Bruijn,Douwe Sietse,https://www.linkedin.com/in/douwedebruijn/ | https://www.researchgate.net/profile/Douwe-De-Bruijn,,"de Bruijn, Douwe S.",,2018-07-16 21:00:04.821,2024-03-18 00:01:29.972,43095109,0000000503688821,,57190982216,0000-0002-9547-3411,
"Frankel, Itzchak Dov",Frankel,Itzchak Dov,,,,,2018-07-12 21:00:05.189,2023-08-31 21:30:23.242,42225691,,,,,
"Pinho Rebelo de Sá, Claudio Frederico",Pinho Rebelo de Sá,Claudio Frederico,,,,"Rebelo de Sá, Claudio",2018-07-02 21:00:07.822,2024-03-02 23:54:30.752,39784295,0000000502800236,,39061265400,0000-0003-3943-6322,
"Lentelink, Stefan Johannes",Lentelink,Stefan Johannes,,,"Lentelink, Stefan",,2018-06-21 21:00:26.621,2023-07-20 16:41:33.676,32552049,,,,,
"Kevenaar, Tom ",Kevenaar,Tom,,,,,2018-06-06 21:00:55.866,2024-02-11 23:55:28.12,31494069,,,6603340840,,
"Every, Dayna Eliz",Every,Dayna Eliz,,,"Every, Dayna E.",,2018-06-01 21:00:11.761,2022-12-15 00:54:11.909,31067342,000000050278175X,,,,
"Cobos Mendez, Reynaldo",Cobos Mendez,Reynaldo,https://www.linkedin.com/in/rcobosm/ | https://www.ram.eemcs.utwente.nl/about-us/staff/reynaldo-cobos-mendez,,,,2018-04-16 21:00:20.52,2024-01-29 23:54:05.264,28118968,,,57215435903,0000-0002-3945-681X,
"van Staveren, Eline Sofie",van Staveren,Eline Sofie,,,,,2018-04-09 21:00:37.791,2024-01-22 23:51:50.853,27655111,,,,,
"Mojarradi, Morteza ",Mojarradi,Morteza,,,,,2018-04-02 21:00:35.66,2023-09-08 23:53:55.904,27193729,,,,,
"Shurrab, Mohammed M. H.",Shurrab,Mohammed M. H.,,,,,2018-04-02 21:00:08.448,2022-12-15 00:53:57.36,27193559,,,,,
"Amelung, Femke Julie",Amelung,Femke Julie,,,,,2018-03-15 21:00:22.724,2023-07-20 16:41:13.654,25806721,0000000503757647,,,,
"van den Berg, Boudewijn",van den Berg,Boudewijn,http://www.linkedin.com/in/boudewijn-van-den-berg-14b294a6 | https://www.researchgate.net/profile/Boudewijn-Van-Den-Berg-2,,,,2018-03-15 21:00:20.172,2024-02-02 23:53:02.358,25806702,0000000503374486,,57214094241,0000-0002-3901-2645,
"van Zanten, Femke ",van Zanten,Femke,,,,,2018-03-01 21:00:23.63,2024-01-28 00:01:24.042,24846789,000000050279477X,,,,
"Wijsman, Paulus Johannes Maria",Wijsman,Paulus Johannes Maria,https://www.linkedin.com/in/paul-wijsman-b06220157/,,"Wijsman, Paul J.M.",,2018-03-01 21:00:23.177,2024-02-09 23:56:51.364,24846782,0000000503544510,,,0000-0001-6929-9061,
"Ceron, Joao Marcelo",Ceron,Joao Marcelo,,,,,2018-03-01 21:00:21.48,2024-01-27 00:03:11.725,24846771,,,,,
"Abdul Salam, Maria ",Abdul Salam,Maria,,,,,2018-03-01 21:00:16.69,2022-12-15 00:53:46.744,24846735,,,,,
"Le The-Tran Thi Khanh Hoa, Hoa ",Le The-Tran Thi Khanh Hoa,Hoa,,,,,2018-03-01 21:00:08.547,2022-12-15 00:53:45.984,24846640,,,,,
"van de Ven, Bram",van de Ven,Bram,https://www.linkedin.com/in/bram-van-de-ven-46123824b/,,,,2018-03-01 21:00:08.403,2024-03-14 23:53:00.625,24846632,0000000502954171,,,0000-0003-0901-7346,
"Ruiz, Hans-Christian",Ruiz,Hans-Christian,,,"Ruiz Euler, Hans-Christian",,2018-02-01 21:01:24.12,2024-03-14 23:59:16.595,22914270,0000000502953881,,57078100200,0000-0002-4401-2623,
"Alayón Glazunov, Andrés",Alayón Glazunov,Andrés,https://onlinelibrary.wiley.com/doi/book/10.1002/9781118410998 | https://www.linkedin.com/in/alayonglazunov/ | https://www.researchgate.net/profile/Andres_Alayon_Glazunov,,,"Alayón Glazunov, Andrés",2018-02-01 21:01:20.815,2024-03-17 23:59:49.786,22914229,0000000371324144,,56494615900,0000-0003-2101-4519,Radio Systems
"Wijesundara Ranasinghe Appuhamilage, Anuradha Chathuranga Ranasinghe",Wijesundara Ranasinghe Appuhamilage,Anuradha Chathuranga Ranasinghe,,,"Ranasinghe, Anuradha C.",,2018-02-01 21:01:11.901,2024-01-23 23:54:51.791,22914184,000000050285017X,,,,
"Ziener, Daniel Michael",Ziener,Daniel Michael,,,"Ziener, Daniel M.","Ziener, Daniel",2018-02-01 21:00:37.498,2024-03-15 23:51:12.524,22913818,0000000500519395,,23981754900,,
"Califano, Federico",Califano,Federico,,,,,2018-01-29 21:00:43.74,2024-02-24 23:52:26.43,22721058,0000000512302572,,57193098041,0000-0001-8693-0900,Digital Society Institute | Robotics and Mechatronics
"Rodday, Nils Miro",Rodday,Nils Miro,,,,,2018-01-18 21:00:45.491,2024-01-02 00:02:20.372,22137307,0000000503606347,,,,
"de Vree, Jan Hendrik",de Vree,Jan Hendrik,,,,,2018-01-18 21:00:06.367,2022-12-15 00:53:35.588,22137261,,,,,
"Behmanesh, Baktash ",Behmanesh,Baktash,,,,,2018-01-15 21:00:07.533,2022-12-15 00:53:34.028,22079369,,,,,
"Zanen, Joep Osger Pepijn",Zanen,Joep Osger Pepijn,,,,,2018-01-09 21:00:39.833,2023-12-23 23:59:05.071,21737192,000000051332217X,,,,
"Dekker-van Weering, Marit Gebina Hanneke",Dekker-van Weering,Marit Gebina Hanneke,,"van Weering, Marit G.H.","Dekker-van Weering, Marit G.H.",,2018-01-05 21:00:17.422,2024-03-18 00:03:03.72,21293385,0000000392406499,330614509,55313703600,0000-0001-7886-7008,
"Isgor, Pelin Kubra",Isgor,Pelin Kubra,,,,,2018-01-01 21:00:51.028,2023-11-05 23:53:18.768,21212671,,,,,
"Sang, Gaoli ",Sang,Gaoli,,,,,2018-01-01 21:00:43.783,2022-12-15 00:53:30.69,21212540,,,56017828200,,
"Loser, Felix Benjamin",Loser,Felix Benjamin,,,,,2018-01-01 21:00:31.922,2022-12-15 00:53:29.824,21212405,,,,,
"Subramanian, Roshan Kumar",Subramanian,Roshan Kumar,,,,,2018-01-01 21:00:31.555,2022-12-15 00:53:29.676,21212391,,,,,
"Seifert, Christin",Seifert,Christin,http://christinseifert.info/ | https://www.linkedin.com/in/christinseifert/,,,,2018-01-01 21:00:26.172,2024-03-10 23:53:21.446,21212318,0000000493395522,,8850014900 (+1 more),0000-0002-6776-3868,Datamanagement & Biometrics
"Sarlabous Uranga, Leonardo ",Sarlabous Uranga,Leonardo,,,,,2018-01-01 21:00:22.106,2022-12-15 00:53:28.656,21212243,,,,,
"Mannee, Denise Christine",Mannee,Denise Christine,,,,,2017-12-15 21:00:38.029,2024-01-17 23:56:51.404,20369907,,,,,
"Ellery, Dennis Harm",Ellery,Dennis Harm,,,,,2017-12-15 21:00:34.099,2022-12-20 23:55:34.841,20369899,,,57195403587,0000-0003-4213-232X,
"Chowdhury, Saidul Azam",Chowdhury,Saidul Azam,,,,,2017-12-07 21:00:48.49,2023-07-27 23:51:18.796,19853603,,,,,
"Buijsman, Wesley ",Buijsman,Wesley,,,,,2017-12-04 21:00:03.886,2024-01-16 23:52:05.588,19798029,0000000493466773,,,,
"Naghibi Beidokhti, Hamid",Naghibi Beidokhti,Hamid,,"Beidokhti, Naghibi","Naghibi Beidokhti, H.","Naghibi, Hamid",2017-12-01 21:00:41.635,2024-03-08 23:55:31.155,19551461,0000000506810327,,56236934900 (+1 more),0000-0002-7109-9808,
"Keulers, Esther Marianne",Keulers,Esther Marianne,,,,,2017-12-01 21:00:37.037,2022-12-15 00:53:24.804,19551442,,,,,
"Konsolakis, Konstantinos",Konsolakis,Konstantinos,,,"Konsolakis, K.","Konsolakis, Kostas",2017-12-01 21:00:23.382,2023-12-17 23:57:02.862,19551382,,,57203984868,0000-0002-7666-3308,
"Hamacher, Tanja",Hamacher,Tanja,,,,,2017-11-15 21:00:48.012,2024-03-05 23:54:02.687,18877703,000000050281358X,,,0000-0001-9760-9143,
"Alvarez Gonzalez, Daniel ",Alvarez Gonzalez,Daniel,,,,,2017-11-06 21:01:03.68,2022-12-15 00:53:19.192,18424309,,,,,
"van As, David Marcus Maria",van As,David Marcus Maria,,,,,2017-11-06 21:00:25.526,2023-12-28 23:57:15.97,18424047,,,,,
"Beinema, Theresa Charlotte",Beinema,Theresa Charlotte,https://scholar.google.nl/citations?user=hHMF3CIAAAAJ&hl=nl | https://twitter.com/TessaBeinema | https://www.linkedin.com/in/tessabeinema/ | https://www.researchgate.net/,,"Beinema, Tessa",,2017-11-06 21:00:18.861,2024-03-17 23:52:50.179,18424002,0000000502606441,,57203501792,0000-0003-3513-0641,Human Media Interaction | TechMed Centre
"Goosen - Middelkamp, Heleen Hendrike Tijmentje",Goosen - Middelkamp,Heleen Hendrike Tijmentje,,,"Middelkamp, Heleen H.T.",,2017-10-16 21:00:07.756,2024-03-04 23:54:04.424,17379867,0000000502354600,,57195324591,0000-0003-0267-8811,Applied Stem Cell Technologies | MESA+ Institute | TechMed Centre
"ter Stal, Silke ",ter Stal,Silke,,,,,2017-10-12 21:04:17.039,2024-02-18 00:16:53.563,17122050,0000000494121689,,57190124505,0000-0001-9458-717X,
"van der Bent, Gijsbert ",van der Bent,Gijsbert,https://www.linkedin.com/in/gijs-van-der-bent-5638b417/ | https://www.researchgate.net/profile/Gijs-Bent,,"van der Bent, Gijs",,2017-10-12 21:04:16.992,2023-12-23 23:51:32.804,17122046,0000000500680752,,,,
"Baker, Nigel John Charles",Baker,Nigel John Charles,,,,,2017-10-12 21:04:16.889,2022-12-15 00:53:11.526,17122037,,,,,
"Broekhuis, Marijke",Broekhuis,Marijke,https://www.linkedin.com/in/marijke-broekhuis-208177a7/,"Broekhuis, Marijke Caroline",,,2017-10-12 21:04:14.662,2024-02-13 00:09:25.176,17121940,0000000508148998,,57208784864,0000-0003-4954-7640,
"Nijmeijer, Wieke",Nijmeijer,Wieke,,,,,2017-10-12 21:03:54.654,2024-03-16 23:51:16.098,17121045,0000000503544377,,,0000-0002-5799-9690,
"Nair, Sachin Shivaji",Nair,Sachin Shivaji,,,,"Nair, Sachin",2017-10-12 21:03:52.719,2024-01-26 03:02:01.383,17120949,0000000503681152,,57208054129,0000-0002-4413-6116,
"Führer, Pascal",Führer,Pascal,,,,,2017-10-12 21:03:50.588,2024-03-02 23:59:02.551,17120842,0000000503349096,,,,
"Recher, Fanny Cécile",Recher,Fanny Cécile,,,,,2017-10-12 21:03:50.57,2023-07-20 16:40:26.07,17120840,,,,,
"Sirmaçek, Beril ",Sirmaçek,Beril,,,,,2017-10-12 21:03:42.442,2024-03-15 03:02:03.966,17120368,0000000419536577,,,0000-0002-0343-5072,
"Wolterink, Gerhard Jan Willem",Wolterink,Gerhard Jan Willem,https://www.ram.eemcs.utwente.nl/index.php/about-us/staff/gerjan-wolterink,,"Wolterink, G.J.W.","Wolterink, Gerjan",2017-10-12 21:03:28.029,2024-03-09 23:55:59.972,17119658,0000000503750226,,57201307980,0000-0002-5095-5345,
"van de Ridder, Lubbert Willem",van de Ridder,Lubbert Willem,,,"van de Ridder, Wilbert L.W.",,2017-10-12 21:03:09.947,2024-03-15 23:52:43.449,17118807,,,56374149100,,
"Tijmons, Sjoerd ",Tijmons,Sjoerd,,,,,2017-10-12 21:02:59.621,2022-12-15 00:52:58.005,17118455,,,,,
"Fockens, Tallienco",Fockens,Tallienco,,,,,2017-10-12 21:02:56.441,2024-02-10 23:58:36.533,17118253,0000000503608940,,,,
"Berselli, Giovanni ",Berselli,Giovanni,,,,,2017-10-12 21:02:53.763,2022-12-15 00:52:55.499,17118081,,,,,
"Kelly, Una Maria",Kelly,Una Maria,,,"Kelly, Una M. ",,2017-10-12 21:02:37.137,2024-02-29 23:53:55.501,17117244,0000000502794091,,57200414217,,
"Meteer, Oguz",Meteer,Oguz,,,,,2017-10-12 21:01:55.828,2024-03-14 00:03:00.497,17115422,,,,0000-0001-6760-4034,
"Lankhorst, Tom Jozef Wilhelmus",Lankhorst,Tom Jozef Wilhelmus,,,"Lankhorst, Tom J.W.",,2017-10-12 21:01:48.02,2024-03-15 23:51:40.017,17115071,,,57204240394,,
"Belur Nagaraj, Sunil ",Belur Nagaraj,Sunil,,,,,2017-10-12 21:01:43.868,2024-03-13 23:53:34.332,17114864,,,,,
"Hadavi, Darya ",Hadavi,Darya,,,,,2017-10-12 21:01:27.239,2024-01-02 00:01:59.549,17113999,,,,,
"van den Brink, Arvid Bernd",van den Brink,Arvid Bernd,,,,,2017-10-12 21:00:52.302,2024-03-14 23:54:15.159,17112445,,,,0000-0003-4714-2172,
"van der Toorn, Olivier Isaac",van der Toorn,Olivier Isaac,http://www.tide-project.nl,,"van der Toorn, Olivier I.",,2017-10-12 21:00:35.533,2024-02-10 23:53:02.02,17111610,0000000508213665,,,0000-0002-1610-7086,
"Ming, Chen ",Ming,Chen,,,,,2017-10-12 21:00:26.361,2022-12-15 00:52:37.739,17111196,,,,,
"Wang, Juan ",Wang,Juan,,,,,2017-10-12 21:00:19.093,2024-03-15 23:57:38.065,17110850,000000050278351X,,56946953200,0000-0002-7334-1733,
"Noshahri, Hengameh",Noshahri,Hengameh,,,,,2017-10-12 21:00:10.781,2024-01-26 23:54:55.876,17110474,0000000513321513,,,0000-0001-8970-9873,
"van Harmelen, Arnaud ",van Harmelen,Arnaud,,,,,2017-05-17 12:13:58.491,2022-12-15 00:52:32.652,10955257,,,56601317500,,
"Greuter, Marcel Johannes Willem",Greuter,Marcel Johannes Willem,,,"Greuter, Marcel J.W.",,2017-05-10 13:02:35.846,2023-12-19 23:56:27.712,3145300,0000000392638580,,8686974600,0000-0001-5721-9159,
"Vrouwe, E.X.",Vrouwe,E.X.,,,,,2017-05-10 13:02:35.738,2024-01-15 23:53:51.924,3145282,0000000395278824,276814010,,,
"Tran, T. Lan Ahn",Tran,T. Lan Ahn,,,,,2017-05-10 13:02:35.537,2024-02-28 23:53:15.332,3145234,,339501200,,,
"Nijhof, Wouter Hendrik",Nijhof,Wouter Hendrik,https://www.linkedin.com/in/wouter-nijhof-5a381074/,,"Nijhof, Wouter H.",,2017-05-10 13:02:35.084,2024-01-07 23:57:23.963,3145131,0000000452545045,384120830,,,
"Zhang, Jianbo",Zhang,Jianbo,,,,,2017-05-10 13:02:34.83,2024-01-26 03:01:57.825,3145089,0000000389815697,297306642,,,
"van Genderen, H.I.",van Genderen,H.I.,,,,,2017-05-10 13:02:33.925,2022-12-15 00:52:26.081,3144927,,,,,
"Jamshaid, Afshan",Jamshaid,Afshan,,,,,2017-05-10 13:02:33.634,2022-12-15 00:52:25.609,3144892,,,,,
"Zhang, X.C.",Zhang,X.C.,,,,,2017-05-10 13:02:32.37,2022-12-15 00:52:23.197,3144647,,337878269,,,
"Huijts, J.J.M.",Huijts,J.J.M.,,,,,2017-05-10 13:02:31.819,2022-12-15 00:52:21.966,3144553,,,,,
"de Vries, Hendrikus",de Vries,Hendrikus,,,,,2017-05-10 13:02:31.36,2023-09-05 21:36:36.216,3144481,,,,,Management Support
"Veltman, Jeroen",Veltman,Jeroen,,,,,2017-05-10 13:02:31.242,2024-03-17 00:07:49.784,3144459,000000012094930X,,8628926100,,Multi-Modality Medical Imaging
"Strambini, Elia",Strambini,Elia,,,,,2017-05-10 13:02:30.21,2024-02-12 23:52:49.271,3144246,0000000419497432,354725939,,,
"van Zwet, Ymke Arina Aafje",van Zwet,Ymke Arina Aafje,,,,,2017-05-10 13:02:30.205,2022-12-15 00:52:18.487,3144241,,,,,
"Krzek, Marzena ",Krzek,Marzena,,,,,2017-05-10 13:02:30.043,2022-12-15 00:52:18.191,3144219,,,,,
"Albers, Hugo Johan",Albers,Hugo Johan,,,"Albers, Hugo J.",,2017-05-10 13:02:29.18,2024-03-05 23:56:12.234,3144041,000000050267740X,,57194567563,,
"Langereis, G.R.",Langereis,G.R.,,,,,2017-05-10 13:02:27.761,2022-12-15 00:52:13.608,3143747,0000000392211122,183367448,,,
"Brivio, M.",Brivio,M.,,,,,2017-05-10 13:02:26.906,2024-02-13 23:55:39.76,3143595,0000000392615442,274021900,6603831493,,
